Compound,Workflow,,,,,,,,,,,,,,,,,,,Retention Time,,,PTC Confirmed RT,SMILES
5Hydroxy omeprazole,TargetPeak,,,,,,,,,,,,,,,,,,,4.36,,,,
5Hydroxy omeprazole,Fragment,,,,,,,,,,,,,,,,,,,4.36,,,,
5Hydroxy omeprazole,Fragment,,,,,,,,,,,,,,,,,,,4.36,,,,
5Hydroxy omeprazole,Fragment,,,,,,,,,,,,,,,,,,,4.36,,,,
5Hydroxy omeprazole,Fragment,,,,,,,,,,,,,,,,,,,4.36,,,,
5Hydroxy omeprazole,Fragment,,,,,,,,,,,,,,,,,,,4.36,,,,
5Iodoaminoindane 5IAI,TargetPeak,,,,,,,,,,,,,,,,,,,4.05,,,,
5Iodoaminoindane 5IAI,Fragment,,,,,,,,,,,,,,,,,,,4.05,,,,
5Iodoaminoindane 5IAI,Fragment,,,,,,,,,,,,,,,,,,,4.05,,,,
5Iodoaminoindane 5IAI,Fragment,,,,,,,,,,,,,,,,,,,4.05,,,,
5FMPPPICA,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
62Aminopropylbenzofuran 6APB,TargetPeak,,,,,,,,,,,,,,,,,,,3.65,,,,
62Aminopropylbenzofuran 6APB,Fragment,,,,,,,,,,,,,,,,,,,3.65,,,,
62Aminopropylbenzofuran 6APB,Fragment,,,,,,,,,,,,,,,,,,,3.65,,,,
62Aminopropylbenzofuran 6APB,Fragment,,,,,,,,,,,,,,,,,,,3.65,,,,
62Aminopropylbenzofuran 6APB,Fragment,,,,,,,,,,,,,,,,,,,3.65,,,,
6Acetylcodeine,TargetPeak,,,,,,,,,,,,,,,,,,,4.17,,,,
6Acetylcodeine,Fragment,,,,,,,,,,,,,,,,,,,4.17,,,,
6Acetylcodeine,Fragment,,,,,,,,,,,,,,,,,,,4.17,,,,
6Acetylcodeine,Fragment,,,,,,,,,,,,,,,,,,,4.17,,,,
6Acetylcodeine,Fragment,,,,,,,,,,,,,,,,,,,4.17,,,,
6Acetylcodeine,Fragment,,,,,,,,,,,,,,,,,,,4.17,,,,
6Alphamethylprednisolone hemisuccinate,TargetPeak,,,,,,,,,,,,,,,,,,,6.5,,,,
6Alphamethylprednisolone hemisuccinate,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,
6Alphamethylprednisolone hemisuccinate,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,
6Alphamethylprednisolone hemisuccinate,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,
6Alphamethylprednisolone hemisuccinate,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,
6Alphamethylprednisolone hemisuccinate,Fragment,,,,,,,,,,,,,,,,,,,6.5,,,,
6AlphaOH budesonide,TargetPeak,,,,,,,,,,,,,,,,,,,5.44,,,,
6AlphaOH budesonide,Fragment,,,,,,,,,,,,,,,,,,,5.44,,,,
6AlphaOH budesonide,Fragment,,,,,,,,,,,,,,,,,,,5.44,,,,
6AlphaOH budesonide,Fragment,,,,,,,,,,,,,,,,,,,5.44,,,,
6AlphaOH budesonide,Fragment,,,,,,,,,,,,,,,,,,,5.44,,,,
6AlphaOH budesonide,Fragment,,,,,,,,,,,,,,,,,,,5.44,,,,
6Betahydrocortisol,TargetPeak,,,,,,,,,,,,,,,,,,,3.67,,,,
6Betahydrocortisol,Fragment,,,,,,,,,,,,,,,,,,,3.67,,,,
6Betahydrocortisol,Fragment,,,,,,,,,,,,,,,,,,,3.67,,,,
6Betahydrocortisol,Fragment,,,,,,,,,,,,,,,,,,,3.67,,,,
6Betahydrocortisol,Fragment,,,,,,,,,,,,,,,,,,,3.67,,,,
6Betahydrocortisol,Fragment,,,,,,,,,,,,,,,,,,,3.67,,,,
6Betahydroxybudesonide,TargetPeak,,,,,,,,,,,,,,,,,,,5.73,,,,
6Betahydroxybudesonide,Fragment,,,,,,,,,,,,,,,,,,,5.73,,,,
6Betahydroxybudesonide,Fragment,,,,,,,,,,,,,,,,,,,5.73,,,,
6Betahydroxybudesonide,Fragment,,,,,,,,,,,,,,,,,,,5.73,,,,
6Betahydroxybudesonide,Fragment,,,,,,,,,,,,,,,,,,,5.73,,,,
6Betahydroxybudesonide,Fragment,,,,,,,,,,,,,,,,,,,5.73,,,,
6Hydroxy21desacetyldeflazacort,TargetPeak,,,,,,,,,,,,,,,,,,,4.12,,,,
6Hydroxy21desacetyldeflazacort,Fragment,,,,,,,,,,,,,,,,,,,4.12,,,,
6Hydroxy21desacetyldeflazacort,Fragment,,,,,,,,,,,,,,,,,,,4.12,,,,
6Hydroxy21desacetyldeflazacort,Fragment,,,,,,,,,,,,,,,,,,,4.12,,,,
6Hydroxy21desacetyldeflazacort,Fragment,,,,,,,,,,,,,,,,,,,4.12,,,,
6Hydroxy21desacetyldeflazacort,Fragment,,,,,,,,,,,,,,,,,,,4.12,,,,
6Mercaptopurineneg,TargetPeak,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurineneg,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurineneg,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurineneg,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurineneg,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurineneg,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurinepos,TargetPeak,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurinepos,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurinepos,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurinepos,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurinepos,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Mercaptopurinepos,Fragment,,,,,,,,,,,,,,,,,,,0.75,,,,
6Methylthiopurine,TargetPeak,,,,,,,,,,,,,,,,,,,3.22,,,,
6Methylthiopurine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,
6Methylthiopurine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,
6Methylthiopurine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,
6Methylthiopurine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,
6Methylthiopurine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,
6Monoacetylmorphine,TargetPeak,,,,,,,,,,,,,,,,,,,3.26,,,3.58,
6Monoacetylmorphine,Fragment,,,,,,,,,,,,,,,,,,,3.26,,,3.58,
6Monoacetylmorphine,Fragment,,,,,,,,,,,,,,,,,,,3.26,,,3.58,
6Monoacetylmorphine,Fragment,,,,,,,,,,,,,,,,,,,3.26,,,3.58,
6Monoacetylmorphine,Fragment,,,,,,,,,,,,,,,,,,,3.26,,,3.58,
6Monoacetylmorphine,Fragment,,,,,,,,,,,,,,,,,,,3.26,,,3.58,
6Monoacetylmorphined6,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
6Thioguanine,TargetPeak,,,,,,,,,,,,,,,,,,,0.59,,,,
6Thioguanine,Fragment,,,,,,,,,,,,,,,,,,,0.59,,,,
6Thioguanine,Fragment,,,,,,,,,,,,,,,,,,,0.59,,,,
6Thioguanine,Fragment,,,,,,,,,,,,,,,,,,,0.59,,,,
6Thioguanine,Fragment,,,,,,,,,,,,,,,,,,,0.59,,,,
723dihydroxypropylTheophylline,TargetPeak,,,,,,,,,,,,,,,,,,,2.8,,,,
723dihydroxypropylTheophylline,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,
723dihydroxypropylTheophylline,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,
723dihydroxypropylTheophylline,Fragment,,,,,,,,,,,,,,,,,,,2.8,,,,
7Betahydroxyethyltheophylline,TargetPeak,,,,,,,,,,,,,,,,,,,2.97,,,,
7Betahydroxyethyltheophylline,Fragment,,,,,,,,,,,,,,,,,,,2.97,,,,
7Betahydroxyethyltheophylline,Fragment,,,,,,,,,,,,,,,,,,,2.97,,,,
7Amino Nitrazepam,TargetPeak,,,,,,,,,,,,,,,,,,,3.09,,,,
7Amino Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,3.09,,,,
7Amino Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,3.09,,,,
7Amino Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,3.09,,,,
7Amino Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,3.09,,,,
7Amino Nitrazepam,Fragment,,,,,,,,,,,,,,,,,,,3.09,,,,
7Aminoclonazepam,TargetPeak,,,,,,,,,,,,,,,,,,,4.06,,,4.28,
7Aminoclonazepam,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,4.28,
7Aminoclonazepam,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,4.28,
7Aminoclonazepam,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,4.28,
7Aminoclonazepam,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,4.28,
7Aminoclonazepam,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,4.28,
7Aminoclonazepamd4,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
7Aminoflunitrazepam,TargetPeak,,,,,,,,,,,,,,,,,,,4.54,,,4.69,
7Aminoflunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,4.54,,,4.69,
7Aminoflunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,4.54,,,4.69,
7Aminoflunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,4.54,,,4.69,
7Aminoflunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,4.54,,,4.69,
7Aminoflunitrazepam,Fragment,,,,,,,,,,,,,,,,,,,4.54,,,4.69,
7Aminoflunitrazepamd3,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
7Aminonitrazepamd5,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
9Hydroxyrisperidone,TargetPeak,,,,,,,,,,,,,,,,,,,4.46,,,4.63,
9Hydroxyrisperidone,Fragment,,,,,,,,,,,,,,,,,,,4.46,,,4.63,
9Hydroxyrisperidone,Fragment,,,,,,,,,,,,,,,,,,,4.46,,,4.63,
Acamprosate,TargetPeak,,,,,,,,,,,,,,,,,,,0.22,,,,CC(=O)NCCCS(=O)(=O)O
Acamprosate,Fragment,,,,,,,,,,,,,,,,,,,0.22,,,,CC(=O)NCCCS(=O)(=O)O
Acamprosate,Fragment,,,,,,,,,,,,,,,,,,,0.22,,,,CC(=O)NCCCS(=O)(=O)O
Acamprosate,Fragment,,,,,,,,,,,,,,,,,,,0.22,,,,CC(=O)NCCCS(=O)(=O)O
Acebutolol,TargetPeak,,,,,,,,,,,,,,,,,,,3.94,,,4.18,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
Acebutolol,Fragment,,,,,,,,,,,,,,,,,,,3.94,,,4.18,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
Acebutolol,Fragment,,,,,,,,,,,,,,,,,,,3.94,,,4.18,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
Acebutolol,Fragment,,,,,,,,,,,,,,,,,,,3.94,,,4.18,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
Acebutolol,Fragment,,,,,,,,,,,,,,,,,,,3.94,,,4.18,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
Acebutolol,Fragment,,,,,,,,,,,,,,,,,,,3.94,,,4.18,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
Acefylline,TargetPeak,,,,,,,,,,,,,,,,,,,2.57,,,,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
Acefylline,Fragment,,,,,,,,,,,,,,,,,,,2.57,,,,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
Acefylline,Fragment,,,,,,,,,,,,,,,,,,,2.57,,,,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
Acefylline,Fragment,,,,,,,,,,,,,,,,,,,2.57,,,,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
Acenocoumarol,TargetPeak,,,,,,,,,,,,,,,,,,,6.81,,,,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
Acenocoumarol,Fragment,,,,,,,,,,,,,,,,,,,6.81,,,,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
Acenocoumarol,Fragment,,,,,,,,,,,,,,,,,,,6.81,,,,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
Acenocoumarol,Fragment,,,,,,,,,,,,,,,,,,,6.81,,,,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
Acenocoumarol,Fragment,,,,,,,,,,,,,,,,,,,6.81,,,,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
Acenocoumarol,Fragment,,,,,,,,,,,,,,,,,,,6.81,,,,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
Acepromazine,TargetPeak,,,,,,,,,,,,,,,,,,,5.62,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acepromazine,Fragment,,,,,,,,,,,,,,,,,,,5.62,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acepromazine,Fragment,,,,,,,,,,,,,,,,,,,5.62,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acepromazine,Fragment,,,,,,,,,,,,,,,,,,,5.62,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acepromazine sulfoxide,TargetPeak,,,,,,,,,,,,,,,,,,,4.28,,,,
Acepromazine sulfoxide,Fragment,,,,,,,,,,,,,,,,,,,4.28,,,,
Acepromazine sulfoxide,Fragment,,,,,,,,,,,,,,,,,,,4.28,,,,
Acepromazine sulfoxide,Fragment,,,,,,,,,,,,,,,,,,,4.28,,,,
Acepromazine sulfoxide,Fragment,,,,,,,,,,,,,,,,,,,4.28,,,,
Acepromazine sulfoxide,Fragment,,,,,,,,,,,,,,,,,,,4.28,,,,
Aceprometazine,TargetPeak,,,,,,,,,,,,,,,,,,,5.54,,,,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C
Aceprometazine,Fragment,,,,,,,,,,,,,,,,,,,5.54,,,,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C
Aceprometazine,Fragment,,,,,,,,,,,,,,,,,,,5.54,,,,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C
Aceprometazine,Fragment,,,,,,,,,,,,,,,,,,,5.54,,,,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C
Aceprometazine,Fragment,,,,,,,,,,,,,,,,,,,5.54,,,,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C
Acetalozamideneg,TargetPeak,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetalozamideneg,Fragment,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetalozamideneg,Fragment,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetalozamideneg,Fragment,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetalozamideneg,Fragment,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetalozamidepos,TargetPeak,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetalozamidepos,Fragment,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetalozamidepos,Fragment,,,,,,,,,,,,,,,,,,,2.35,,,,
Acetaminophen  Paracetamol,TargetPeak,,,,,,,,,,,,,,,,,,,2.24,,,,
Acetaminophen  Paracetamol,Fragment,,,,,,,,,,,,,,,,,,,2.24,,,,
Acetazolamide,TargetPeak,,,,,,,,,,,,,,,,,,,2.38,,,,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
Acetazolamide,Fragment,,,,,,,,,,,,,,,,,,,2.38,,,,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
Acetazolamide,Fragment,,,,,,,,,,,,,,,,,,,2.38,,,,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
Acetazolamide,Fragment,,,,,,,,,,,,,,,,,,,2.38,,,,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
Acetohexamide,TargetPeak,,,,,,,,,,,,,,,,,,,6.84,,,6.14,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
Acetohexamide,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,6.14,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
Acetohexamide,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,6.14,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
Acetohexamide,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,6.14,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
Acetopromazine,TargetPeak,,,,,,,,,,,,,,,,,,,5.57,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acetopromazine,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acetopromazine,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acetopromazine,Fragment,,,,,,,,,,,,,,,,,,,5.57,,,,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
Acetylcodeined3,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Acetylfentanyl,TargetPeak,,,,,,,,,,,,,,,,,,,4.78,,,4.88,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
Acetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,4.88,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
Acetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,4.88,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
Acetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,4.88,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
Acetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,4.88,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
Acetylfentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,4.88,CC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
Acide misoprostolique,TargetPeak,,,,,,,,,,,,,,,,,,,6.6,,,,
Acide misoprostolique,Fragment,,,,,,,,,,,,,,,,,,,6.6,,,,
Acide misoprostolique,Fragment,,,,,,,,,,,,,,,,,,,6.6,,,,
Acide misoprostolique,Fragment,,,,,,,,,,,,,,,,,,,6.6,,,,
Acide misoprostolique,Fragment,,,,,,,,,,,,,,,,,,,6.6,,,,
Acide misoprostolique,Fragment,,,,,,,,,,,,,,,,,,,6.6,,,,
Aconitine,TargetPeak,,,,,,,,,,,,,,,,,,,6.09,,,,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
Aconitine,Fragment,,,,,,,,,,,,,,,,,,,6.09,,,,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
Aconitine,Fragment,,,,,,,,,,,,,,,,,,,6.09,,,,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
Aconitine,Fragment,,,,,,,,,,,,,,,,,,,6.09,,,,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
Aconitine,Fragment,,,,,,,,,,,,,,,,,,,6.09,,,,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
Aconitine,Fragment,,,,,,,,,,,,,,,,,,,6.09,,,,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC
Acyclovir,TargetPeak,,,,,,,,,,,,,,,,,,,0.99,,,,C1=NC2=C(N1COCCO)N=C(NC2=O)N
Acyclovir,Fragment,,,,,,,,,,,,,,,,,,,0.99,,,,C1=NC2=C(N1COCCO)N=C(NC2=O)N
Acyclovir,Fragment,,,,,,,,,,,,,,,,,,,0.99,,,,C1=NC2=C(N1COCCO)N=C(NC2=O)N
Adrafinil,TargetPeak,,,,,,,,,,,,,,,,,,,5.25,,,,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
Adrafinil,Fragment,,,,,,,,,,,,,,,,,,,5.25,,,,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
Adrafinil,Fragment,,,,,,,,,,,,,,,,,,,5.25,,,,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
Adrafinil,Fragment,,,,,,,,,,,,,,,,,,,5.25,,,,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
Adrafinil,Fragment,,,,,,,,,,,,,,,,,,,5.25,,,,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
Adrafinil,Fragment,,,,,,,,,,,,,,,,,,,5.25,,,,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
Adrenochrome semicarbazone,TargetPeak,,,,,,,,,,,,,,,,,,,2.88,,,,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Adrenochrome semicarbazone,Fragment,,,,,,,,,,,,,,,,,,,2.88,,,,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Adrenochrome semicarbazone,Fragment,,,,,,,,,,,,,,,,,,,2.88,,,,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Adrenochrome semicarbazone,Fragment,,,,,,,,,,,,,,,,,,,2.88,,,,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Adrenochrome semicarbazone,Fragment,,,,,,,,,,,,,,,,,,,2.88,,,,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Adrenochrome semicarbazone,Fragment,,,,,,,,,,,,,,,,,,,2.88,,,,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
Aicar,TargetPeak,,,,,,,,,,,,,,,,,,,0.49,,,,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
Aicar,Fragment,,,,,,,,,,,,,,,,,,,0.49,,,,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
Aicar,Fragment,,,,,,,,,,,,,,,,,,,0.49,,,,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
Aicar,Fragment,,,,,,,,,,,,,,,,,,,0.49,,,,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
Aicar,Fragment,,,,,,,,,,,,,,,,,,,0.49,,,,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
Ajmaline,TargetPeak,,,,,,,,,,,,,,,,,,,4.21,,,,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
Ajmaline,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
Ajmaline,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
Ajmaline,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
Ajmaline,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
Ajmaline,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
AKB48 N5Hydroxypenthyl,TargetPeak,,,,,,,,,,,,,,,,,,,8.02,,,,
AKB48 N5Hydroxypenthyl,Fragment,,,,,,,,,,,,,,,,,,,8.02,,,,
AKB48 NPentanoic acid,TargetPeak,,,,,,,,,,,,,,,,,,,7.97,,,,
AKB48 NPentanoic acid,Fragment,,,,,,,,,,,,,,,,,,,7.97,,,,
Albendazole,TargetPeak,,,,,,,,,,,,,,,,,,,5.64,,,,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
Albendazole,Fragment,,,,,,,,,,,,,,,,,,,5.64,,,,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
Albendazole,Fragment,,,,,,,,,,,,,,,,,,,5.64,,,,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
Albendazole,Fragment,,,,,,,,,,,,,,,,,,,5.64,,,,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
Albuterol,TargetPeak,,,,,,,,,,,,,,,,,,,2.37,,,,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Albuterol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Albuterol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Albuterol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Albuterol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Albuterol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
Alclofenac,TargetPeak,,,,,,,,,,,,,,,,,,,6.25,,,,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl
Alclofenac,Fragment,,,,,,,,,,,,,,,,,,,6.25,,,,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl
Alclofenac,Fragment,,,,,,,,,,,,,,,,,,,6.25,,,,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl
Aldicarb fragment 116,TargetPeak,,,,,,,,,,,,,,,,,,,4.92,,,,
Aldicarb fragment 116,Fragment,,,,,,,,,,,,,,,,,,,4.92,,,,
Aldicarb fragment 116,Fragment,,,,,,,,,,,,,,,,,,,4.92,,,,
Aldicarb fragment 116,Fragment,,,,,,,,,,,,,,,,,,,4.92,,,,
Aldicarb fragment 116,Fragment,,,,,,,,,,,,,,,,,,,4.92,,,,
